_segment_db_id,url,classlabel,mag,magtype,lat,lon,depth_km,time,dist_deg
1481590,http://erde.geophysik.uni-muenchen.de/fdsnws/dataselect/1/query?net=BW&sta=BE1&loc=&cha=EHN&starttime=2012-05-20T09:13:09&endtime=2012-05-20T09:17:09,urb_nc,4.6,mb,44.8901,11.244,11.9,2012-05-20T09:13:21,3.02077559995491
1440763,http://erde.geophysik.uni-muenchen.de/fdsnws/dataselect/1/query?net=BW&sta=BE2&loc=&cha=EHZ&starttime=2012-05-20T02:19:14&endtime=2012-05-20T02:23:14,urb_nc,3.4,ML,44.8282,11.5127,5.0,2012-05-20T02:19:24,3.0991751458889
1442281,http://erde.geophysik.uni-muenchen.de/fdsnws/dataselect/1/query?net=BW&sta=BE2&loc=&cha=EHN&starttime=2012-05-20T02:20:30&endtime=2012-05-20T02:24:30,urb_nc,3.5,mb,44.8609,11.3854,12.7,2012-05-20T02:20:42,3.06285063727384
1744322,http://erde.geophysik.uni-muenchen.de/fdsnws/dataselect/1/query?net=BW&sta=BE2&loc=&cha=EHZ&starttime=2012-06-12T19:09:04&endtime=2012-06-12T19:13:04,urb_nc,3.2,ML,44.8489,11.2472,10.0,2012-06-12T19:09:15,3.07370728570198
2382765,http://erde.geophysik.uni-muenchen.de/fdsnws/dataselect/1/query?net=BW&sta=RJOB&loc=&cha=HHE&starttime=2016-07-04T11:37:10&endtime=2016-07-04T11:41:10,urb_nc,3.6,mb,44.9577,11.2879,15.3,2016-07-04T11:37:23,2.96779315168779
2382766,http://erde.geophysik.uni-muenchen.de/fdsnws/dataselect/1/query?net=BW&sta=RJOB&loc=&cha=HHN&starttime=2016-07-04T11:37:10&endtime=2016-07-04T11:41:10,urb_nc,3.6,mb,44.9577,11.2879,15.3,2016-07-04T11:37:23,2.96779315168779
2350961,http://erde.geophysik.uni-muenchen.de/fdsnws/dataselect/1/query?net=BW&sta=SCE&loc=&cha=HHE&starttime=2016-04-25T07:47:38&endtime=2016-04-25T07:51:38,urb_multi,3.5,mb,44.0575,11.3317,14.2,2016-04-25T07:47:51,2.9919793107034
3013076,http://erde.geophysik.uni-muenchen.de/fdsnws/dataselect/1/query?net=BW&sta=SCE&loc=&cha=HHZ&starttime=2016-10-30T20:15:26&endtime=2016-10-30T20:19:26,urb_multi,3.4,Md,44.5274,10.2195,23.0,2016-10-30T20:15:44,2.71668222672445
1968921,http://eida.gein.noa.gr/fdsnws/dataselect/1/query?net=HL&sta=KEK&loc=&cha=HHE&starttime=2013-07-30T02:13:28&endtime=2013-07-30T02:17:28,urb_multi,3.6,mb,38.7034,17.9301,14.7,2013-07-30T02:13:58,1.76332439013553
1987345,http://eida.gein.noa.gr/fdsnws/dataselect/1/query?net=HL&sta=KEK&loc=&cha=HHZ&starttime=2013-08-23T07:57:43&endtime=2013-08-23T08:01:43,urb_multi,3.2,Md,39.17,18.84,5.0,2013-08-23T07:58:26,0.916432161081365
1995820,http://eida.gein.noa.gr/fdsnws/dataselect/1/query?net=HL&sta=KEK&loc=&cha=HHZ&starttime=2013-09-12T09:58:53&endtime=2013-09-12T10:02:53,urb_nc,3.5,mb,38.7171,17.9761,12.0,2013-09-12T09:59:23,1.72617147796368
3180458,http://eida.gein.noa.gr/fdsnws/dataselect/1/query?net=HT&sta=NEST&loc=&cha=HHZ&starttime=2016-11-09T15:58:32&endtime=2016-11-09T16:02:32,urb_multi,4.2,mb,42.9073,18.4791,19.7,2016-11-09T15:58:43,3.14590775860178
2388890,http://eida.gein.noa.gr/fdsnws/dataselect/1/query?net=ME&sta=KOME&loc=&cha=HHN&starttime=2016-07-29T22:37:54&endtime=2016-07-29T22:41:54,urb_nc,3.7,mb,43.7247,18.7883,0.8,2016-07-29T22:38:34,1.02185037992933
2587939,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ01&loc=&cha=EHN&starttime=2016-09-20T03:29:07&endtime=2016-09-20T03:33:07,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.158535896133041
2587940,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ01&loc=&cha=EHZ&starttime=2016-09-20T03:29:07&endtime=2016-09-20T03:33:07,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.158535896133041
2587943,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ01&loc=&cha=HNZ&starttime=2016-09-20T03:29:07&endtime=2016-09-20T03:33:07,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.158535896133041
2602126,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ01&loc=&cha=HNZ&starttime=2016-09-28T11:26:28&endtime=2016-09-28T11:30:28,urb_multi,1.2,Md,42.5455,13.2423,11.6,2016-09-28T11:27:24,0.127809602659729
2618452,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ01&loc=&cha=EHE&starttime=2016-10-11T07:31:55&endtime=2016-10-11T07:35:55,urb_multi,3.0,ML,42.8562,13.2533,8.5,2016-10-11T07:32:50,0.185072149422052
2691929,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ01&loc=&cha=HNZ&starttime=2016-10-27T03:45:32&endtime=2016-10-27T03:49:32,urb_multi,3.0,mb,43.0615,13.3122,8.0,2016-10-27T03:46:24,0.391103127918748
2751980,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ01&loc=&cha=HNE&starttime=2016-10-28T13:55:38&endtime=2016-10-28T13:59:38,urb_nc,3.7,mb,42.8626,13.2012,7.9,2016-10-28T13:56:33,0.19774273976272
2820169,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ01&loc=&cha=HNN&starttime=2016-10-30T07:09:11&endtime=2016-10-30T07:13:11,urb_multi,3.9,mb,42.7992,13.1035,16.6,2016-10-30T07:10:06,0.177172877473845
2974877,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ01&loc=&cha=HNE&starttime=2016-10-30T14:44:28&endtime=2016-10-30T14:48:28,urb_multi,3.7,mb,42.9031,13.1309,10.2,2016-10-30T14:45:22,0.25327222812804
2976172,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ01&loc=&cha=HNN&starttime=2016-10-30T15:24:10&endtime=2016-10-30T15:28:10,urb_multi,3.1,ML,42.7742,13.2005,10.6,2016-10-30T15:25:06,0.114891804573679
3035694,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ01&loc=&cha=HNN&starttime=2016-10-31T04:48:23&endtime=2016-10-31T04:52:23,urb_multi,3.2,MLv,42.7488,13.0504,10.0,2016-10-31T04:49:18,0.179427183462868
3035695,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ01&loc=&cha=HNZ&starttime=2016-10-31T04:48:23&endtime=2016-10-31T04:52:23,urb_multi,3.2,MLv,42.7488,13.0504,10.0,2016-10-31T04:49:18,0.179427183462868
3077587,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ01&loc=&cha=HNE&starttime=2016-11-01T15:12:49&endtime=2016-11-01T15:16:49,urb_multi,3.7,mb,42.9076,13.1294,10.3,2016-11-01T15:13:43,0.257831893073918
3149731,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ01&loc=&cha=HNN&starttime=2016-11-05T11:14:33&endtime=2016-11-05T11:18:33,urb_multi,3.6,mb,42.9589,13.2133,6.5,2016-11-05T11:15:27,0.290405787132493
3222283,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ01&loc=&cha=HNZ&starttime=2016-11-15T18:30:06&endtime=2016-11-15T18:34:06,urb_multi,3.2,ML,43.0297,13.0778,8.9,2016-11-15T18:30:58,0.385066875430026
2587950,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ03&loc=&cha=EHE&starttime=2016-09-20T03:29:07&endtime=2016-09-20T03:33:07,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.161406764683846
2587953,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ03&loc=&cha=HNE&starttime=2016-09-20T03:29:07&endtime=2016-09-20T03:33:07,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.161406764683846
2601718,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ03&loc=&cha=EHN&starttime=2016-09-28T11:26:29&endtime=2016-09-28T11:30:29,urb_multi,1.2,Md,42.5455,13.2423,11.6,2016-09-28T11:27:24,0.135808441733805
2619408,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ03&loc=&cha=EHE&starttime=2016-10-11T21:23:14&endtime=2016-10-11T21:27:14,urb_multi,3.0,Ml,42.8346,13.2773,8.0,2016-10-11T21:24:10,0.157790676173219
2619409,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ03&loc=&cha=EHN&starttime=2016-10-11T21:23:14&endtime=2016-10-11T21:27:14,urb_multi,3.0,Ml,42.8346,13.2773,8.0,2016-10-11T21:24:10,0.157790676173219
2587957,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ04&loc=&cha=EHN&starttime=2016-09-20T03:29:07&endtime=2016-09-20T03:33:07,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.166338288548502
2587958,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ04&loc=&cha=EHZ&starttime=2016-09-20T03:29:07&endtime=2016-09-20T03:33:07,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.166338288548502
2587960,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ04&loc=&cha=HNN&starttime=2016-09-20T03:29:07&endtime=2016-09-20T03:33:07,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.166338288548502
2618472,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ04&loc=&cha=EHZ&starttime=2016-10-11T07:31:55&endtime=2016-10-11T07:35:55,urb_multi,3.0,ML,42.8562,13.2533,8.5,2016-10-11T07:32:50,0.184714885088756
2618475,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ04&loc=&cha=HNZ&starttime=2016-10-11T07:31:55&endtime=2016-10-11T07:35:55,urb_multi,3.0,ML,42.8562,13.2533,8.5,2016-10-11T07:32:50,0.184714885088756
2741383,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ04&loc=&cha=HNE&starttime=2016-10-28T02:59:19&endtime=2016-10-28T03:03:19,urb_multi,3.4,ML,43.0043,13.1402,5.3,2016-10-28T03:00:12,0.34907653629269
2812594,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ04&loc=&cha=HNE&starttime=2016-10-30T07:06:15&endtime=2016-10-30T07:10:15,urb_multi,3.2,ML,42.7923,13.1503,10.2,2016-10-30T07:07:10,0.158528487497806
2811002,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ04&loc=&cha=HNE&starttime=2016-10-30T07:06:57&endtime=2016-10-30T07:10:57,urb_multi,4.2,mb,42.7035,13.1836,10.8,2016-10-30T07:07:54,0.0862497696517408
2876347,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ04&loc=&cha=HNN&starttime=2016-10-30T08:54:57&endtime=2016-10-30T08:58:57,urb_multi,3.3,ML,42.8995,13.1018,4.3,2016-10-30T08:55:52,0.26599662151001
2994368,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ04&loc=&cha=HNN&starttime=2016-10-30T17:29:32&endtime=2016-10-30T17:33:32,urb_multi,3.1,ML,42.8707,13.0747,9.8,2016-10-30T17:30:26,0.254168155431244
2994369,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ04&loc=&cha=HNZ&starttime=2016-10-30T17:29:32&endtime=2016-10-30T17:33:32,urb_multi,3.1,ML,42.8707,13.0747,9.8,2016-10-30T17:30:26,0.254168155431244
3029338,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ04&loc=&cha=HNE&starttime=2016-10-31T02:14:34&endtime=2016-10-31T02:18:34,urb_multi,3.1,ML,42.8322,13.1188,10.3,2016-10-31T02:15:29,0.203898498879224
3029340,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ04&loc=&cha=HNZ&starttime=2016-10-31T02:14:34&endtime=2016-10-31T02:18:34,urb_multi,3.1,ML,42.8322,13.1188,10.3,2016-10-31T02:15:29,0.203898498879224
3035696,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ04&loc=&cha=HNE&starttime=2016-10-31T04:48:23&endtime=2016-10-31T04:52:23,urb_multi,3.2,MLv,42.7488,13.0504,10.0,2016-10-31T04:49:18,0.193904791645851
2587963,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ05&loc=&cha=EHN&starttime=2016-09-20T03:29:07&endtime=2016-09-20T03:33:07,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.155611684025696
2587966,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ05&loc=&cha=HNN&starttime=2016-09-20T03:29:07&endtime=2016-09-20T03:33:07,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.155611684025696
2587967,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ05&loc=&cha=HNZ&starttime=2016-09-20T03:29:07&endtime=2016-09-20T03:33:07,urb_multi,3.1,ML,42.8055,13.1553,10.1,2016-09-20T03:30:02,0.155611684025696
2601725,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ05&loc=&cha=EHZ&starttime=2016-09-28T11:26:29&endtime=2016-09-28T11:30:29,urb_multi,1.2,Md,42.5455,13.2423,11.6,2016-09-28T11:27:24,0.140911037245096
2618487,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ06&loc=&cha=HNZ&starttime=2016-10-11T07:31:55&endtime=2016-10-11T07:35:55,urb_multi,3.0,ML,42.8562,13.2533,8.5,2016-10-11T07:32:50,0.193021819181621
2618490,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ07&loc=&cha=EHZ&starttime=2016-10-11T07:31:55&endtime=2016-10-11T07:35:55,urb_multi,3.0,ML,42.8562,13.2533,8.5,2016-10-11T07:32:50,0.210122103624943
2653067,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHN&starttime=2016-10-26T19:27:00&endtime=2016-10-26T19:31:00,urb_multi,3.4,ML,42.8898,13.0818,9.6,2016-10-26T19:27:54,0.29796467337465
2653071,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNZ&starttime=2016-10-26T19:27:00&endtime=2016-10-26T19:31:00,urb_multi,3.4,ML,42.8898,13.0818,9.6,2016-10-26T19:27:54,0.29796467337465
2721994,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHE&starttime=2016-10-27T12:28:23&endtime=2016-10-27T12:32:23,urb_multi,3.1,ML,43.0237,13.1362,8.0,2016-10-27T12:29:15,0.406406859049707
2721997,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNE&starttime=2016-10-27T12:28:23&endtime=2016-10-27T12:32:23,urb_multi,3.1,ML,43.0237,13.1362,8.0,2016-10-27T12:29:15,0.406406859049707
2721999,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=HNZ&starttime=2016-10-27T12:28:23&endtime=2016-10-27T12:32:23,urb_multi,3.1,ML,43.0237,13.1362,8.0,2016-10-27T12:29:15,0.406406859049707
2751987,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHN&starttime=2016-10-28T13:55:38&endtime=2016-10-28T13:59:38,urb_nc,3.7,mb,42.8626,13.2012,7.9,2016-10-28T13:56:33,0.238447228693073
2751988,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHZ&starttime=2016-10-28T13:55:38&endtime=2016-10-28T13:59:38,urb_nc,3.7,mb,42.8626,13.2012,7.9,2016-10-28T13:56:33,0.238447228693073
2754035,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHE&starttime=2016-10-28T13:55:44&endtime=2016-10-28T13:59:44,urb_multi,3.5,ML,42.8653,13.2083,7.4,2016-10-28T13:56:39,0.239750005731184
2770302,http://webservices.ingv.it/fdsnws/dataselect/1/query?net=3A&sta=MZ08&loc=&cha=EHE&starttime=2016-10-30T06:39:24&endtime=2016-10-30T06:43:24,urb_multi,6.1,mb,42.832,13.1035,9.6,2016-10-30T06:40:19,0.240551561985268
